smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)C4=C(C(O)=CC(O)=C4)C4=C(O)C=CC3=C4)C(O)C3=CC(Cl)=C(C=C3)OC3=CC2=CC(=C3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)OC2=C(Cl)C=C(C=C2)C1O,1,0,0,0,1,0,1,0,0,0,0,0,0,0
CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)[O-],0,0,0,0,1,0,1,0,1,0,0,0,0,0
CC1=C2OC3=C(C)C=CC(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)=C3N=C2C(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)=C(N)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCCN(CCO)CCO,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC1=CC=C(O)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC1=NN=C(S(N)(=O)=O)S1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(=O)C1=CC=C(S(=O)(=O)NC(=O)NC2CCCCC2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NO,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(=O)NC(CS)C(=O)O,0,1,0,0,0,0,1,0,0,1,0,0,0,0
NC1=NC2=C(N=CN2COCCO)C(=O)N1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C1NC=NC2=C1C=NN2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)C2=C(N=CN2)N(C)C1=O,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ClC1=CC2=C(C=C1)OC1=CC=CC=C1N=C2N1CCNCC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(N)C3=CC=C(O)C=C3)C(=O)N2C1C(=O)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1=CC(C2=CC=NC=C2)=CNC1=O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C1C2=C(C=CC=C2O)CC2=C1C(O)=CC=C2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COC1=CC=C(CCN2CCC(NC3=NC4=CC=CC=C4N3CC3=CC=C(F)C=C3)CC2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C1C(=O)C2=CC=CC=C2C(O)=C1C1CCC(C2=CC=C(Cl)C=C2)CC1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CN1C=NC([N+](=O)[O-])=C1SC1=NC=NC2=C1NC=N2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(N)=[NH+]2)C(=O)N1S(=O)(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCC(CC(=O)O)C1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCCCNC1=CC=C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC(=O)OC1=CC=C(C(C2=CC=C(OC(C)=O)C=C2)C2=CC=CC=N2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
CCCCNC1=C(OC2=CC=CC=C2)C(S(N)(=O)=O)=CC(C(=O)O)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CS(=O)(=O)OCCCCOS(C)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)CC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O,0,0,0,1,0,0,0,0,0,0,0,0,0,0
COC1=C(O)C=CC(CNC(=O)CCCCC=CC(C)C)=C1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CC(CS)C(=O)N1CCCC1C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=NN(CCCl)C(=O)NCCCl,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)C1=CC=CC=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)C3=CSC(N)=N3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NCC1=CC=CC=C1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSC3=NN=NN3CC(=O)O)CSC12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSC3=NN=NN3C)CSC21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CC=C(O)C=C3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)C1=CC=CO1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CC=CC=C3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OC(O)C(Cl)(Cl)Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(O)CCCC1=CC=C(N(CCCl)CCCl)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN=C1CN(O)C(C2=CC=CC=C2)=C2C=C(Cl)C=CC2=N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)CCS(=O)(=O)C1C1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC1=CC=C(C(Cl)=C(C2=CC=C(OC)C=C2)C2=CC=C(OC)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NS(=O)(=O)C1=C(Cl)C=CC(C2(O)NC(=O)C3=CC=CC=C32)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COC1=CC(N)=C(Cl)C=C1C(=O)NC1CCN(CCCOC2=CC=C(F)C=C2)CC1OC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl[Pt]Cl,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C2=CC=C(Cl)C=C2)C=C1NC1=CC=C(Cl)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=C1CN=C(C2=CC=CC=C2Cl)C2=C(C=CC([N+](=O)[O-])=C2)N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ClC1=CC=CC(Cl)=C1NC1=NCCN1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
ClC1=CC=CC=C1C(C1=CC=CC=C1)(C1=CC=CC=C1)N1C=CN=C1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
CN1CCN(C2=NC3=C(C=CC(Cl)=C3)NC3=CC=CC=C23)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CSCCC(NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(N)CO)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(CC1=CC=C(O)C=C1)C(=O)N1CCCC1C(=O)O)C(C)C)C(C)C)C(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CC1CC(OC(=O)C(O)C2=CC=CC=C2)CC(C)(C)C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=P1(N(CCCl)CCCl)NCCCO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN(C)N=NC1=C(C(N)=O)NC=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C#CC1(O)CCC2C3CCC4=CC5=C(C=NO5)CC4(C)C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)C4=C(O)C=CC(Cl)=C4C(O)C3CC12,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NC(=O)CCC1NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)CCSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CN1C(=O)CN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=NS(=O)(=O)C2=C(C=CC(Cl)=C2)N1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CN=C(NC#N)NCCSCC1=C(C)NC=N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC=NC2=C1N=CN2C1CCC(CO)O1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
OCCN(CCO)C1=NC2=C(N=C(N(CCO)CCO)N=C2N2CCCCC2)C(N2CCCCC2)=N1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCC(CCC)C(=O)O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)C1CCC(C)=CC21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1C2=CC=CC(O)=C2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,1,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(CCCN1CC=C(N2C(=O)NC3=CC=CC=C32)CC1)C1=CC=C(F)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)N=C21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC12CCC3C4=CC=C(OS(=O)(=O)[O-])C=C4CCC3C1CCC2=O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C=C(CC)C(=O)C1=C(Cl)C(Cl)=C(OCC(=O)O)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(O)(P(=O)([O-])O)P(=O)([O-])O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC1=C2NC3=C(CCOC3(CC)CC(=O)O)C2=CC=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C21)COC(C)=O,0,0,0,0,1,0,1,0,0,0,0,0,0,0
NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=C(Cl)C(Cl)=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC(=O)N(C1=CC=CC=C1)C1CCN(CCC2=CC=CC=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NC1=C(F)C=NC(=O)N1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CNCCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCN(CC)CCN1C(=O)CN=C(C2=CC=CC=C2F)C2=C1C=CC(Cl)=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C(=O)O)C1=CC(F)=C(C2=CC=CC=C2)C=C1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(C(=O)O)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NCC1(CC(=O)O)CCCCC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CC1=CC(OCCCC(C)(C)C(=O)O)=C(C)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CN=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)C=N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)C=C(Cl)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=CC=C1OCC(O)CO,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C1CN=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N1CC(F)(F)F,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ClC1=C(Cl)C=C(OCC#CI)C(Cl)=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC(=O)NO,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C1NC(=O)N(C2CC(O)C(CO)O2)C=C1I,0,0,0,0,1,0,1,0,1,0,0,0,0,0
O=P1(NCCCl)OCCCN1CCCl,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1CC2=CC=CC=C2N1NC(=O)C1=CC(S(N)(=O)=O)=C(Cl)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NNC(=O)C1=CC=NC=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1C1=CC=CC2=NON=C12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCC(C)N1N=CN(C2=CC=C(N3CCN(C4=CC=C(OCC5COC(CN6C=NC=N6)(C6=C(Cl)C=C(Cl)C=C6)O5)C=C4)CC3)C=C2)C1=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)N1CCN(C2=CC=C(OCC3COC(CN4C=CN=C4)(C4=C(Cl)C=C(Cl)C=C4)O3)C=C2)CC1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC1=NC(=O)N(C2CSC(CO)O2)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC1=NC(N)=C(C2=C(Cl)C(Cl)=CC=C2)N=N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCC1=CC=CC=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C2=CC=CC=C2C2=NN=N[N-]2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,0,0,1,0,0,0,1,1,1,1,0,0,0,0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCCCCC(NC(CCC1=CC=CC=C1)C(=O)O)C(=O)N1CCCC1C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O=NN(CCCl)C(=O)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC(=O)N1CCC(=C2C3=C(C=C(Cl)C=C3)CCC3=C2N=CC=C3)CC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C1NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2Cl)=NC1O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OC1(C2=CC=C(Cl)C=C2)C2=CC=CC=C2C2=NCCN21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)NC1=NC2=C(C=C(C(=O)C3=CC=CC=C3)C=C2)N1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NC(CC1=CC=C(N(CCCl)CCCl)C=C1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CN1C(=O)C(O)N=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1=CC=C2NC(C3=CSC=N3)=NC2=C1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CSC1=CC2=C(C=C1)SC1=CC=CC=C1N2CCC1CCCCN1C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(S(=O)(=O)N(C)C)C=C3)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC1(C2=CC=CC=C2)NC(=O)N(C)C1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCC(C)(COC(N)=O)COC(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC1=CC(C(=O)O)=C(O)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
CC1=CC=C(S(=O)(=O)NC(=O)NN2CCCCCC2)C=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(N(C)C(=S)OC2=CC3=CC=CC=C3C=C2)=CC=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC1=CC(NC2=C(S(=O)(=O)NC(=O)NC(C)C)C=NC=C2)=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,1,0,0,1,0,0,1,1,1,1,0,0,0,0
NC1=NC(N)=C2N=C(C3=CC=CC=C3)C(N)=NC2=N1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=P([O-])(O)OCC(Cl)(Cl)Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C(F)(F)F)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)N(C2CC(O)C(CO)O2)C=C1C(F)(F)F,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CN1C(=O)OC(C)(C)C1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1N2CN3CN1CN(C2)C3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(CO)(CO)CO,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(C)C(N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCC(=O)N(CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1)C(C(=O)O)C(C)C,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1C=CNC1=S,0,0,0,1,0,0,0,0,0,0,0,0,0,0
COC1=CC=CC=C1OCC(O)COC(N)=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC1=CC2=C(C=C1)SC1=CC=CC=C1N2CC(C)CN(C)C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)CC(C)(C2=CC=CC=C2)C1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(N)(CC1=CC=C(O)C(O)=C1)C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1=NC=C([N+](=O)[O-])N1CCO,1,0,0,0,1,0,0,0,1,0,1,1,0,0
CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
